Product_Category,Region,Age_Group,Gender,Month,Sales_Amount,Units_Sold,Customer_Rating
Sports Equipment,Asia-Pacific,35-44,Female,October,293.45,16,2.9
Clothing,Latin America,35-44,Male,April,692.72,73,1.1
Sports Equipment,Middle East,65+,Female,August,624.11,83,4.2
Clothing,Middle East,45-54,Non-binary,October,982.84,7,2.4
Home Appliances,Africa,65+,Non-binary,October,879.47,46,2.2
Beauty Products,Asia-Pacific,18-24,Male,March,340.02,1,4.5
Beauty Products,Europe,18-24,Female,April,661.22,53,2.0
Beauty Products,Africa,18-24,Female,March,49.22,26,3.8
Home Appliances,Latin America,45-54,Male,June,472.0,79,4.9
Electronics,Middle East,55-64,Male,March,482.17,38,4.0
Sports Equipment,Latin America,55-64,Non-binary,September,650.36,99,1.8
Clothing,Middle East,25-34,Non-binary,September,449.64,7,2.2
Electronics,North America,65+,Male,September,371.5,29,2.7
Sports Equipment,North America,55-64,Female,November,676.04,15,3.6
Home Appliances,Europe,65+,Non-binary,October,709.11,32,3.1
Clothing,North America,18-24,Male,July,115.13,94,2.9
Books,Latin America,55-64,Non-binary,May,422.98,53,3.1
Home Appliances,Africa,35-44,Non-binary,February,640.24,56,1.7
Books,Europe,55-64,Male,March,104.47,95,3.5
Home Appliances,Asia-Pacific,35-44,Non-binary,February,733.01,100,3.4
Clothing,Africa,55-64,Female,May,250.02,3,2.4
Home Appliances,North America,45-54,Male,May,418.13,20,2.5
Sports Equipment,Middle East,65+,Female,September,327.55,66,2.4
Electronics,Africa,55-64,Non-binary,June,139.91,52,3.1
Sports Equipment,Latin America,18-24,Female,October,506.31,95,1.4
Sports Equipment,Africa,45-54,Male,December,635.78,58,2.3
Books,Latin America,18-24,Male,May,864.37,1,3.4
Books,North America,35-44,Female,March,628.7,9,3.2
Electronics,North America,18-24,Non-binary,September,652.11,92,2.2
Beauty Products,Latin America,45-54,Male,December,11.79,99,2.8
Home Appliances,Asia-Pacific,55-64,Female,November,823.91,95,1.6
Sports Equipment,Middle East,65+,Non-binary,February,947.56,33,4.7
Clothing,Asia-Pacific,45-54,Female,May,340.3,66,3.6
Beauty Products,Middle East,18-24,Non-binary,October,890.75,14,3.4
Sports Equipment,Africa,18-24,Female,January,481.14,9,1.5
Books,North America,25-34,Male,November,397.88,37,2.2
Beauty Products,North America,35-44,Female,November,56.52,90,1.9
Home Appliances,Asia-Pacific,45-54,Male,November,428.76,82,4.0
Sports Equipment,Latin America,25-34,Female,February,656.54,51,4.8
Home Appliances,Latin America,65+,Female,September,913.86,19,1.7
Home Appliances,Latin America,25-34,Female,August,901.21,15,2.7
Home Appliances,Middle East,25-34,Male,December,25.37,51,2.6
Electronics,Asia-Pacific,65+,Non-binary,May,348.21,52,4.8
Books,Middle East,45-54,Female,August,242.82,100,3.9
Books,Europe,65+,Non-binary,August,143.82,6,2.6
Sports Equipment,Middle East,65+,Non-binary,September,457.57,50,1.5
Home Appliances,Asia-Pacific,35-44,Female,March,99.78,55,1.3
Home Appliances,North America,25-34,Female,December,176.53,81,1.0
Beauty Products,Latin America,18-24,Male,October,160.23,60,2.3
Beauty Products,Asia-Pacific,45-54,Male,November,302.67,91,3.6
Home Appliances,Europe,55-64,Female,October,857.43,97,4.3
Clothing,North America,65+,Male,August,54.97,86,4.9
Beauty Products,Latin America,35-44,Male,August,202.58,79,2.6
Sports Equipment,Asia-Pacific,65+,Female,June,139.14,73,4.6
Sports Equipment,Europe,35-44,Male,October,998.22,59,2.8
Clothing,Middle East,25-34,Female,November,426.3,37,4.7
Books,Latin America,18-24,Male,June,61.45,93,3.2
Clothing,Middle East,35-44,Female,October,386.7,69,3.2
Books,North America,18-24,Female,January,435.5,91,4.7
Sports Equipment,Europe,18-24,Female,September,588.78,35,3.6
Home Appliances,North America,18-24,Female,July,213.93,47,2.0
Beauty Products,Europe,45-54,Non-binary,September,710.02,58,4.1
Clothing,Latin America,45-54,Non-binary,February,205.76,3,1.0
Books,North America,55-64,Female,January,275.79,92,2.2
Books,Latin America,35-44,Female,July,698.63,98,3.1
Beauty Products,Middle East,65+,Male,November,118.76,79,5.0
Books,Asia-Pacific,25-34,Male,July,134.2,61,2.6
Sports Equipment,Asia-Pacific,25-34,Male,January,463.35,84,2.5
Sports Equipment,Europe,45-54,Female,February,741.45,81,4.0
Home Appliances,North America,25-34,Female,February,742.07,57,2.8
Home Appliances,Latin America,45-54,Non-binary,December,271.7,32,2.9
Sports Equipment,Asia-Pacific,35-44,Non-binary,August,470.13,81,3.1
Sports Equipment,Africa,65+,Non-binary,December,848.09,55,3.5
Beauty Products,Latin America,65+,Female,June,651.02,96,3.7
Beauty Products,Latin America,55-64,Male,September,455.64,91,2.4
Beauty Products,Latin America,35-44,Male,October,852.56,93,4.1
Beauty Products,Europe,65+,Non-binary,March,320.43,89,3.9
Beauty Products,Middle East,18-24,Male,October,223.45,58,2.8
Sports Equipment,Middle East,18-24,Male,August,39.7,88,1.7
Clothing,Asia-Pacific,65+,Male,June,314.18,60,4.5
Home Appliances,North America,35-44,Male,July,638.03,23,4.7
Electronics,North America,55-64,Female,July,474.16,21,2.9
Clothing,Africa,18-24,Male,October,240.43,47,2.5
Home Appliances,North America,25-34,Male,June,764.4,48,1.1
Home Appliances,Middle East,25-34,Male,January,81.79,41,2.3
Clothing,Latin America,65+,Non-binary,September,231.44,73,3.9
Clothing,Africa,55-64,Male,January,975.92,41,4.4
Sports Equipment,Latin America,25-34,Non-binary,April,265.31,89,3.4
Beauty Products,Middle East,35-44,Non-binary,June,886.27,76,2.8
Books,Africa,55-64,Female,January,539.59,3,2.6
Sports Equipment,Africa,35-44,Non-binary,April,817.24,95,2.7
Books,Middle East,55-64,Male,September,272.5,91,4.4
Sports Equipment,North America,45-54,Non-binary,February,272.97,80,3.1
Sports Equipment,Europe,35-44,Non-binary,April,283.64,44,1.9
Clothing,Europe,55-64,Non-binary,June,92.64,64,4.5
Clothing,Latin America,55-64,Female,November,902.66,14,4.9
Clothing,Latin America,18-24,Male,July,520.87,72,3.6
Sports Equipment,North America,35-44,Male,July,402.28,2,3.3
Electronics,North America,65+,Non-binary,July,757.58,11,1.5
Clothing,Latin America,35-44,Non-binary,September,150.81,15,3.8
Books,North America,25-34,Non-binary,February,894.26,90,3.7
Beauty Products,Latin America,65+,Male,May,766.12,55,2.2
Sports Equipment,North America,55-64,Non-binary,April,447.24,24,4.5
Books,Latin America,18-24,Male,March,297.24,41,4.1
Home Appliances,Latin America,18-24,Male,July,502.39,49,1.1
Electronics,North America,65+,Female,March,173.4,77,1.1
Sports Equipment,North America,65+,Male,April,331.84,81,2.5
Books,Africa,45-54,Non-binary,December,228.99,7,3.2
Books,Middle East,55-64,Male,August,970.91,43,2.5
Home Appliances,Europe,25-34,Male,December,203.24,63,4.9
Beauty Products,North America,65+,Male,August,904.23,55,2.7
Clothing,North America,25-34,Female,November,558.98,96,2.8
Books,North America,18-24,Female,October,969.96,22,4.0
Books,North America,55-64,Male,April,580.56,21,4.9
Home Appliances,Africa,25-34,Female,August,803.6,100,4.0
Clothing,North America,55-64,Female,May,222.63,58,4.3
Home Appliances,Middle East,25-34,Male,March,675.92,23,1.9
Beauty Products,Middle East,25-34,Male,December,844.57,55,1.5
Sports Equipment,Africa,45-54,Non-binary,April,304.24,31,2.5
Home Appliances,Europe,65+,Female,August,812.68,1,4.5
Sports Equipment,Europe,55-64,Non-binary,September,871.16,60,4.4
Books,Latin America,25-34,Male,July,880.17,81,5.0
Beauty Products,Middle East,65+,Male,September,366.61,87,1.7
Clothing,Africa,45-54,Male,December,194.41,41,4.9
Electronics,Latin America,35-44,Non-binary,December,873.89,9,4.9
Home Appliances,North America,45-54,Male,June,539.4,47,4.1
Sports Equipment,Middle East,45-54,Male,December,453.7,43,2.8
Electronics,Middle East,18-24,Non-binary,July,313.07,92,3.6
Home Appliances,Latin America,18-24,Male,January,953.82,98,1.3
Home Appliances,Latin America,18-24,Female,June,517.54,60,4.9
Beauty Products,Africa,25-34,Male,November,559.08,32,4.0
Electronics,Asia-Pacific,25-34,Male,September,173.96,80,4.9
Clothing,Latin America,55-64,Male,April,499.11,44,3.9
Books,Asia-Pacific,45-54,Female,June,696.15,29,3.2
Clothing,Europe,18-24,Male,November,750.44,81,2.0
Sports Equipment,Latin America,35-44,Male,June,191.07,67,1.7
Beauty Products,Middle East,25-34,Non-binary,March,438.11,84,1.1
Home Appliances,Africa,55-64,Non-binary,June,433.47,2,1.3
Clothing,Africa,65+,Non-binary,June,154.18,3,2.0
Sports Equipment,Asia-Pacific,35-44,Male,January,71.89,19,1.3
Electronics,Middle East,55-64,Female,February,708.84,99,4.4
Sports Equipment,Middle East,45-54,Female,March,752.73,27,2.3
Electronics,Middle East,55-64,Non-binary,December,604.84,26,2.2
Electronics,Europe,18-24,Non-binary,September,787.66,8,2.5
Sports Equipment,Africa,45-54,Female,August,366.17,64,2.4
Electronics,North America,25-34,Female,July,397.95,95,2.1
Sports Equipment,North America,35-44,Female,October,847.33,82,3.5
Clothing,North America,55-64,Male,July,338.06,28,1.1
Home Appliances,North America,65+,Female,February,820.51,31,4.2
Clothing,Middle East,25-34,Female,November,914.13,4,1.1
Home Appliances,Middle East,45-54,Non-binary,January,537.05,30,3.5
Electronics,Europe,45-54,Female,September,854.01,12,2.2
Clothing,Europe,35-44,Non-binary,March,41.7,71,1.8
Beauty Products,Asia-Pacific,45-54,Male,October,298.77,25,1.2
Sports Equipment,Europe,35-44,Non-binary,June,253.21,47,3.0
Electronics,Latin America,25-34,Non-binary,October,678.68,53,4.6
Books,Latin America,18-24,Female,October,808.69,55,4.0
Electronics,Middle East,18-24,Male,July,877.25,70,4.5
Sports Equipment,Asia-Pacific,35-44,Male,August,499.87,63,1.1
Books,Asia-Pacific,55-64,Male,November,664.45,91,1.8
Electronics,Europe,45-54,Male,April,680.51,92,4.9
Books,Latin America,45-54,Male,December,126.52,79,1.3
Electronics,North America,45-54,Male,January,703.12,93,4.9
Electronics,Asia-Pacific,45-54,Male,February,348.46,74,3.4
Clothing,North America,65+,Non-binary,August,872.58,79,1.6
Home Appliances,Africa,25-34,Male,January,592.64,59,1.4
Books,Middle East,35-44,Female,April,77.24,85,3.3
Beauty Products,Europe,65+,Female,July,301.6,44,4.9
Books,Europe,65+,Male,July,264.49,23,4.9
Clothing,Asia-Pacific,18-24,Non-binary,April,92.22,30,1.2
Electronics,Asia-Pacific,45-54,Male,June,540.98,15,1.6
Home Appliances,Middle East,65+,Female,January,306.29,92,3.5
Clothing,North America,55-64,Male,October,382.81,11,4.4
Books,Africa,55-64,Male,January,565.41,82,2.2
Electronics,Latin America,65+,Non-binary,January,665.66,48,2.2
Books,Africa,18-24,Male,July,187.84,36,1.9
Beauty Products,Middle East,35-44,Non-binary,August,867.25,8,5.0
Sports Equipment,North America,18-24,Female,August,620.28,66,4.5
Books,Middle East,45-54,Female,July,691.07,88,3.2
Books,North America,65+,Female,September,253.09,53,4.8
Sports Equipment,Africa,55-64,Female,April,57.41,5,2.7
Clothing,Europe,18-24,Female,May,815.83,15,2.0
Home Appliances,Asia-Pacific,55-64,Male,April,593.15,29,2.8
Sports Equipment,Africa,65+,Female,July,443.78,34,1.1
Sports Equipment,Middle East,18-24,Male,March,238.01,63,2.4
Home Appliances,Africa,35-44,Female,April,531.33,40,2.7
Home Appliances,Europe,45-54,Male,August,297.76,56,1.3
Clothing,Middle East,65+,Male,October,867.86,43,2.3
Sports Equipment,North America,18-24,Non-binary,November,242.05,55,2.7
Beauty Products,Asia-Pacific,25-34,Male,July,623.59,14,1.9
Sports Equipment,Europe,45-54,Female,January,970.62,90,4.4
Books,Africa,18-24,Male,May,270.97,100,4.5
Home Appliances,Africa,45-54,Male,June,167.36,36,4.8
Home Appliances,Europe,55-64,Non-binary,July,543.15,75,1.9
Sports Equipment,Middle East,35-44,Non-binary,June,900.38,79,3.9
Sports Equipment,Africa,55-64,Female,May,930.03,74,3.7
Electronics,Latin America,25-34,Male,November,737.57,14,1.4
Electronics,North America,18-24,Male,October,30.45,44,4.6
Sports Equipment,Africa,35-44,Non-binary,January,600.05,62,3.4
Books,Asia-Pacific,65+,Female,November,904.56,15,3.8
Clothing,Europe,35-44,Non-binary,July,42.5,50,2.9
Books,Europe,25-34,Male,May,71.98,58,4.4
Books,Europe,35-44,Non-binary,September,21.34,7,2.9
Electronics,Asia-Pacific,65+,Non-binary,October,800.23,81,4.3
Electronics,Latin America,55-64,Non-binary,March,329.48,82,4.0
Home Appliances,Africa,25-34,Male,January,857.18,24,2.2
Clothing,North America,65+,Non-binary,November,296.07,47,2.3
Beauty Products,Middle East,18-24,Non-binary,August,983.46,29,5.0
Beauty Products,North America,45-54,Non-binary,May,641.72,12,2.4
Electronics,Middle East,45-54,Non-binary,April,841.26,9,1.0
Electronics,Africa,18-24,Male,September,953.85,65,4.5
Home Appliances,Asia-Pacific,55-64,Non-binary,January,672.86,63,2.5
Beauty Products,North America,18-24,Non-binary,September,33.88,16,2.7
Beauty Products,Middle East,18-24,Male,April,970.71,90,1.4
Electronics,Asia-Pacific,45-54,Non-binary,January,494.64,65,3.3
Beauty Products,North America,65+,Non-binary,August,385.86,15,3.1
Sports Equipment,North America,18-24,Female,November,579.19,96,2.3
Electronics,Latin America,45-54,Male,April,471.25,90,1.9
Books,Asia-Pacific,55-64,Non-binary,July,264.16,11,2.3
Beauty Products,Latin America,35-44,Non-binary,July,75.62,100,2.7
Clothing,Africa,55-64,Male,May,761.48,38,4.6
Books,Africa,55-64,Male,June,460.33,2,4.3
Beauty Products,Africa,35-44,Non-binary,November,867.48,52,2.5
Clothing,Europe,18-24,Male,June,199.21,89,2.1
Sports Equipment,Europe,55-64,Non-binary,October,908.01,98,3.9
Sports Equipment,Africa,35-44,Female,December,360.45,92,2.5
Clothing,North America,18-24,Female,May,581.15,11,2.6
Clothing,Middle East,45-54,Female,July,319.82,96,2.8
Home Appliances,Middle East,55-64,Male,December,891.33,13,1.1
Sports Equipment,Europe,45-54,Female,August,719.13,68,2.6
Clothing,Middle East,25-34,Male,January,88.43,38,2.6
Electronics,Asia-Pacific,25-34,Male,September,554.86,1,3.1
Books,Africa,35-44,Male,September,346.23,96,4.2
Clothing,Europe,65+,Male,April,793.48,49,1.3
Clothing,Asia-Pacific,18-24,Male,December,701.04,5,3.1
Beauty Products,Middle East,25-34,Female,May,299.93,79,1.8
Electronics,Asia-Pacific,45-54,Male,September,862.63,64,1.4
Books,Latin America,25-34,Female,May,366.76,38,4.0
Home Appliances,Africa,45-54,Non-binary,June,574.31,68,2.0
Sports Equipment,Middle East,25-34,Female,April,828.14,32,3.4
Sports Equipment,Middle East,65+,Non-binary,October,329.3,42,4.0
Sports Equipment,Europe,25-34,Non-binary,November,242.68,26,1.4
Books,Africa,18-24,Male,September,447.66,39,3.0
Clothing,Middle East,35-44,Non-binary,February,371.38,84,1.0
Electronics,North America,45-54,Male,May,213.92,49,1.8
Sports Equipment,Latin America,55-64,Male,May,154.15,5,4.0
Clothing,Asia-Pacific,65+,Female,May,395.43,78,2.2
Home Appliances,Middle East,25-34,Male,January,167.37,15,4.2
Books,Africa,35-44,Male,May,557.24,15,2.5
Beauty Products,Middle East,65+,Non-binary,December,719.61,48,2.3
Beauty Products,Asia-Pacific,45-54,Male,December,568.69,25,1.1
Books,Middle East,35-44,Female,May,969.03,91,4.5
Sports Equipment,Africa,55-64,Male,March,508.62,13,4.0
Clothing,Africa,18-24,Male,November,559.83,34,1.1
Clothing,Asia-Pacific,55-64,Female,April,131.81,8,3.9
Beauty Products,Europe,35-44,Female,August,746.6,31,1.7
Clothing,North America,35-44,Non-binary,June,850.5,54,2.9
Beauty Products,Latin America,65+,Male,July,295.4,56,5.0
Electronics,Europe,65+,Female,November,641.59,98,5.0
Home Appliances,Asia-Pacific,65+,Male,September,580.53,26,4.1
Books,Europe,35-44,Male,March,301.75,78,4.1
Home Appliances,Latin America,45-54,Male,October,816.31,98,4.7
Books,Middle East,55-64,Male,May,883.25,52,2.8
Home Appliances,Latin America,45-54,Female,December,679.51,93,1.8
Books,North America,45-54,Male,January,586.14,18,4.3
Electronics,North America,35-44,Female,March,217.03,40,2.6
Electronics,North America,55-64,Male,November,380.34,93,1.9
Home Appliances,North America,45-54,Male,August,511.12,92,4.4
Electronics,Africa,25-34,Male,February,776.66,41,4.9
Beauty Products,Europe,55-64,Non-binary,September,526.24,10,2.0
Clothing,Europe,25-34,Male,May,665.41,72,1.5
Beauty Products,Africa,35-44,Non-binary,September,562.32,22,4.9
Books,Asia-Pacific,45-54,Non-binary,December,702.79,98,2.1
Sports Equipment,Europe,25-34,Male,December,107.24,95,1.2
Electronics,Latin America,25-34,Female,November,390.87,51,2.7
Sports Equipment,Europe,25-34,Non-binary,November,177.72,76,1.1
Home Appliances,Africa,25-34,Male,November,751.52,61,2.4
Sports Equipment,North America,35-44,Non-binary,June,401.25,70,2.2
Home Appliances,Latin America,35-44,Non-binary,April,230.5,12,2.1
Sports Equipment,North America,18-24,Non-binary,April,165.43,24,2.2
Home Appliances,North America,35-44,Non-binary,March,230.31,23,3.5
Books,Middle East,45-54,Male,September,192.24,11,4.3
Home Appliances,Africa,55-64,Female,August,742.05,45,4.4
Clothing,Africa,65+,Female,March,821.89,35,4.0
Clothing,Latin America,25-34,Male,August,901.32,63,4.5
Books,Latin America,65+,Non-binary,September,769.11,38,2.1
Clothing,Latin America,35-44,Female,September,84.27,16,3.4
Home Appliances,Europe,18-24,Male,November,70.56,86,3.9
Electronics,Middle East,18-24,Non-binary,September,780.4,26,1.6
Clothing,Asia-Pacific,55-64,Female,November,917.16,14,4.2
Books,Africa,45-54,Female,December,147.7,90,4.0
Books,North America,65+,Female,June,330.82,1,2.6
Sports Equipment,Latin America,35-44,Male,April,896.85,89,2.3
Home Appliances,Africa,55-64,Female,March,261.55,90,1.5
Sports Equipment,Africa,18-24,Non-binary,May,461.66,79,2.1
Books,Middle East,45-54,Female,September,574.05,61,4.5
Clothing,Africa,65+,Male,March,979.79,9,4.0
Beauty Products,Africa,35-44,Male,May,815.72,33,4.7
Home Appliances,Asia-Pacific,55-64,Female,August,694.42,62,2.3
Beauty Products,North America,25-34,Female,August,40.13,64,4.8
Home Appliances,North America,45-54,Male,November,251.7,76,3.9
Books,Africa,35-44,Female,February,166.33,23,2.8
Electronics,Africa,18-24,Male,March,48.77,29,2.8
Sports Equipment,Middle East,65+,Male,November,64.52,20,3.3
Beauty Products,Africa,55-64,Non-binary,August,696.57,76,4.6
Beauty Products,Africa,65+,Male,April,416.78,84,4.7
Sports Equipment,Africa,65+,Female,June,54.24,95,2.8
Books,Europe,35-44,Male,July,866.01,79,3.8
Electronics,Asia-Pacific,25-34,Female,May,814.95,24,1.9
Electronics,Europe,18-24,Male,May,17.16,54,2.2
Sports Equipment,Middle East,25-34,Male,April,581.94,12,4.4
Electronics,Africa,25-34,Non-binary,October,502.09,44,4.0
Electronics,North America,55-64,Male,February,628.16,88,2.6
Sports Equipment,Europe,35-44,Non-binary,December,637.26,37,1.7
Books,Europe,55-64,Female,May,719.21,2,1.8
Beauty Products,Asia-Pacific,25-34,Female,March,838.75,34,1.7
Clothing,Asia-Pacific,25-34,Non-binary,May,179.88,68,1.4
Beauty Products,Asia-Pacific,65+,Male,October,741.21,18,2.5
Clothing,Latin America,35-44,Male,September,770.66,19,3.4
Electronics,Asia-Pacific,45-54,Male,May,944.94,20,3.3
Electronics,Africa,25-34,Non-binary,September,802.29,22,4.3
Sports Equipment,Asia-Pacific,55-64,Male,July,407.1,92,3.6
Sports Equipment,Asia-Pacific,45-54,Female,August,693.44,41,2.8
Clothing,Middle East,35-44,Male,April,489.44,78,3.6
Sports Equipment,North America,25-34,Female,June,631.62,30,1.3
Books,Asia-Pacific,55-64,Male,December,552.14,80,3.1
Clothing,Middle East,35-44,Female,September,614.32,26,2.7
Sports Equipment,Europe,35-44,Non-binary,October,247.56,23,4.2
Clothing,Asia-Pacific,45-54,Female,February,984.94,96,1.0
Sports Equipment,North America,35-44,Female,September,591.06,72,1.6
Sports Equipment,Asia-Pacific,55-64,Non-binary,July,952.05,88,1.4
Books,Latin America,35-44,Female,December,930.94,29,3.8
Home Appliances,Asia-Pacific,25-34,Non-binary,November,252.33,83,1.7
Sports Equipment,North America,35-44,Non-binary,May,166.93,58,4.8
Clothing,Europe,45-54,Male,March,65.91,70,1.7
Beauty Products,Latin America,65+,Male,June,642.59,54,2.8
Books,Europe,65+,Female,July,740.25,85,4.8
Beauty Products,North America,25-34,Non-binary,October,933.11,74,2.2
Electronics,Middle East,35-44,Non-binary,November,650.19,63,2.6
Electronics,Asia-Pacific,35-44,Non-binary,January,590.11,62,3.6
Electronics,Africa,65+,Male,August,103.06,75,4.3
Sports Equipment,Asia-Pacific,65+,Non-binary,February,785.04,92,3.5
Beauty Products,North America,45-54,Male,February,198.19,71,1.0
Clothing,Europe,45-54,Non-binary,July,371.5,75,4.3
Books,Africa,25-34,Non-binary,June,781.22,61,2.7
Electronics,Asia-Pacific,18-24,Non-binary,June,830.75,99,4.7
Clothing,Asia-Pacific,55-64,Female,February,499.92,5,1.4
Home Appliances,Asia-Pacific,18-24,Non-binary,January,950.27,9,4.0
Sports Equipment,Europe,35-44,Male,November,315.23,17,3.9
Electronics,Europe,45-54,Female,October,213.61,12,2.2
Books,Africa,18-24,Male,April,762.11,68,4.4
Beauty Products,Latin America,65+,Non-binary,April,856.6,90,3.4
Sports Equipment,Latin America,45-54,Non-binary,July,480.38,59,2.2
Clothing,Latin America,35-44,Female,September,680.28,94,4.0
Sports Equipment,Asia-Pacific,45-54,Non-binary,April,159.58,58,3.8
Electronics,Middle East,65+,Male,January,650.25,2,3.8
Books,North America,18-24,Female,May,287.46,49,4.3
Sports Equipment,Europe,45-54,Male,August,250.5,41,1.9
Books,Europe,55-64,Male,December,302.71,53,4.8
Sports Equipment,North America,65+,Non-binary,January,957.64,42,4.9
Electronics,Africa,35-44,Male,June,105.92,64,4.4
Sports Equipment,Africa,45-54,Non-binary,January,372.25,61,4.9
Beauty Products,North America,55-64,Male,August,441.74,41,2.8
Clothing,Africa,25-34,Female,January,648.0,90,4.6
Beauty Products,Asia-Pacific,55-64,Male,August,407.2,9,2.6
Books,Middle East,55-64,Female,July,916.36,24,1.8
Clothing,Asia-Pacific,35-44,Female,September,878.71,28,1.1
Beauty Products,North America,35-44,Female,May,273.22,19,4.0
Electronics,Europe,65+,Non-binary,August,472.63,24,4.9
Sports Equipment,North America,45-54,Female,November,691.45,32,1.6
Home Appliances,Middle East,18-24,Non-binary,December,221.57,84,2.4
Clothing,Middle East,65+,Female,January,97.74,24,3.1
Sports Equipment,Europe,35-44,Non-binary,March,231.14,53,1.2
Sports Equipment,Africa,45-54,Non-binary,September,470.01,53,1.0
Home Appliances,North America,55-64,Female,January,605.33,66,2.9
Home Appliances,Latin America,25-34,Female,July,815.14,29,1.7
Books,Middle East,18-24,Female,March,296.07,28,3.8
Books,Latin America,18-24,Male,December,733.35,48,2.3
Home Appliances,Europe,35-44,Non-binary,October,481.0,86,1.7
Books,Middle East,45-54,Female,December,190.76,11,4.5
Beauty Products,North America,65+,Female,June,467.85,94,2.5
Electronics,Asia-Pacific,35-44,Female,August,629.04,75,3.0
Beauty Products,North America,45-54,Male,November,378.77,48,1.4
Books,Middle East,25-34,Non-binary,November,167.04,35,2.1
Sports Equipment,Middle East,55-64,Male,April,474.5,97,3.4
Sports Equipment,North America,18-24,Female,February,450.37,71,2.3
Clothing,Latin America,65+,Female,July,771.45,39,3.8
Sports Equipment,North America,45-54,Male,July,176.85,13,3.9
Home Appliances,Latin America,35-44,Male,November,431.93,73,1.6
Beauty Products,Middle East,55-64,Non-binary,February,485.12,53,4.4
Beauty Products,Asia-Pacific,25-34,Non-binary,September,581.96,73,1.9
Home Appliances,North America,65+,Male,July,197.32,28,3.9
Books,Europe,18-24,Non-binary,November,356.79,86,3.4
Home Appliances,Middle East,45-54,Non-binary,January,463.05,49,4.1
Books,North America,45-54,Non-binary,May,162.59,91,2.0
Books,North America,45-54,Male,January,522.31,97,4.1
Home Appliances,Europe,25-34,Non-binary,June,68.26,2,4.9
Beauty Products,Latin America,45-54,Female,January,191.12,98,2.1
Home Appliances,Europe,45-54,Female,March,673.85,79,2.1
Beauty Products,North America,55-64,Female,August,619.07,94,4.5
Books,Asia-Pacific,45-54,Male,June,163.41,79,2.2
Sports Equipment,Europe,18-24,Male,July,211.15,65,3.9
Clothing,Europe,65+,Non-binary,December,816.92,83,2.1
Home Appliances,Middle East,25-34,Male,April,99.02,19,3.7
Sports Equipment,North America,45-54,Non-binary,July,651.22,35,3.3
Home Appliances,Africa,65+,Female,April,193.85,87,3.0
Books,Middle East,25-34,Female,May,862.9,9,3.0
Home Appliances,Latin America,45-54,Female,December,174.68,2,1.4
Books,Africa,45-54,Non-binary,November,948.73,22,4.8
Books,Middle East,45-54,Male,September,454.4,40,3.9
Books,Asia-Pacific,18-24,Female,December,442.04,38,3.5
Beauty Products,Europe,45-54,Non-binary,April,703.43,77,2.3
Clothing,Europe,18-24,Female,October,38.29,25,4.4
Sports Equipment,Africa,18-24,Male,October,929.81,42,4.3
Home Appliances,Latin America,45-54,Female,November,219.71,20,3.6
Sports Equipment,North America,55-64,Non-binary,February,782.13,27,1.1
Beauty Products,Latin America,35-44,Male,July,95.49,53,3.2
Books,Latin America,55-64,Non-binary,April,867.39,33,4.6
Sports Equipment,Latin America,35-44,Non-binary,September,819.88,97,5.0
Clothing,North America,35-44,Female,September,17.85,14,4.8
Sports Equipment,Asia-Pacific,35-44,Male,January,178.71,65,1.0
Home Appliances,North America,55-64,Male,July,254.88,12,2.8
Home Appliances,Latin America,55-64,Male,September,263.86,29,2.2
Home Appliances,Middle East,18-24,Female,November,415.7,66,3.0
Clothing,Middle East,25-34,Non-binary,November,413.98,72,1.5
Sports Equipment,Asia-Pacific,55-64,Female,January,777.71,59,4.8
Clothing,Middle East,35-44,Female,March,877.88,50,1.2
Electronics,Middle East,55-64,Female,May,472.67,40,3.8
Clothing,Middle East,55-64,Non-binary,May,672.95,75,1.1
Beauty Products,Europe,35-44,Female,March,719.02,46,4.9
Sports Equipment,Asia-Pacific,25-34,Female,November,292.99,47,2.5
Sports Equipment,Europe,35-44,Female,February,872.29,60,1.7
Electronics,Africa,35-44,Non-binary,October,466.88,29,4.7
Home Appliances,Middle East,25-34,Male,May,35.37,75,3.6
Home Appliances,Middle East,35-44,Male,July,252.08,45,2.6
Books,Asia-Pacific,55-64,Female,October,993.71,99,3.5
Beauty Products,Europe,45-54,Non-binary,November,141.84,70,4.9
Sports Equipment,Asia-Pacific,65+,Non-binary,December,20.45,42,1.9
Home Appliances,North America,35-44,Male,June,643.75,79,2.5
Sports Equipment,Africa,65+,Male,June,360.44,100,1.3
Sports Equipment,Latin America,35-44,Female,July,322.19,56,2.7
Beauty Products,Asia-Pacific,65+,Female,March,773.03,87,4.1
Books,Europe,35-44,Female,December,329.63,27,3.1
Clothing,Middle East,18-24,Female,July,915.17,56,2.0
Beauty Products,Africa,35-44,Male,August,672.01,84,1.9
Clothing,Middle East,55-64,Non-binary,April,697.94,21,3.7
Home Appliances,Europe,65+,Female,March,503.67,27,3.7
Beauty Products,North America,18-24,Female,May,973.13,64,3.7
Clothing,Europe,55-64,Non-binary,January,457.82,16,1.0
Books,Middle East,25-34,Non-binary,September,40.54,53,3.4
Books,North America,45-54,Non-binary,March,747.55,96,4.4
Sports Equipment,Latin America,45-54,Non-binary,December,479.48,90,3.6
Home Appliances,Middle East,45-54,Male,July,235.57,67,1.8
Electronics,Europe,35-44,Non-binary,March,574.15,41,3.6
Books,North America,25-34,Female,March,829.78,3,3.1
Books,Middle East,18-24,Female,April,614.42,59,4.3
